SMILES,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC,-7.998128005,-6.826389711,501.543,5.10282,2.327458923,0.309302819,115.74,7,3,8,TRUE,CHEMBL1092754,0.548157846,CHEMBL3393599,1,0.156862745,1
Fc1ccc(-c2nc3n(c2-c2ccnc(NC4CCC4)n2)C(Cn2ccnc2)CC3)cc1,-7.948394841,-8.063554465,429.503,4.4946,3.325706385,0.488738002,73.45,7,1,6,TRUE,CHEMBL4514346,0.557928953,50383514,1,0.154639175,1
N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1nnc[nH]1,-7.825889248,-8.95838909,360.402,3.13428,3.064261271,0.581226714,107.35,6,2,4,TRUE,CHEMBL524059,0.538381064,50626254,1,0.166666667,1
O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.185126544,-8.812326644,431.275,2.6443,3.150428874,0.51702481,105.56,7,2,4,TRUE,CHEMBL3827219,0.597809077,50659444,1,0.197530864,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1ncco1,-7.750976443,-7.883318131,444.394,4.24718,2.969702643,0.507285327,100.92,7,1,4,TRUE,310209,0.580485232,CHEMBL1822307,1,0.12962963,1
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,-9.41831977,-10.75871404,374.444,4.2523,2.255207545,0.698081086,76.14,5,2,5,TRUE,CHEMBL4568087,0.612526291,CHEMBL203059,1,0.178571429,1
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,-6.213008079,-7.227675838,420.252,1.7438,3.334699313,0.522861717,109.97,8,2,4,TRUE,CHEMBL3828150,0.555987055,CHEMBL1822143,1,0.119565217,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,-7.400504402,-8.319621942,460.462,4.71568,2.967854897,0.477609645,87.78,7,1,4,TRUE,346055,0.51969941,CHEMBL1822309,1,0.118811881,1
O=C(Nc1cnn(-c2csc(C(=O)NC3CCOC3)c2)c1)Nc1ccccc1Cl,-7.53004494,-8.073653171,431.905,3.7499,3.076277883,0.572689309,97.28,6,3,5,TRUE,CHEMBL4648047,0.641170684,CHEMBL4753310,1,0.210526316,1
C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)cc1,-4.745703055,-7.762546332,592.7,7.43892,2.774538941,0.121513239,100.94,7,3,9,FALSE,CHEMBL3647952,0.341390925,CHEMBL4063964,1,0.140625,1
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1nnc[nH]1,-6.213842356,-7.329751225,420.252,1.7438,3.563399313,0.522861717,109.97,8,2,4,TRUE,CHEMBL3828150,0.556822599,50659447,1,0.119565217,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)C1,-9.922764174,-10.89736635,415.497,4.0842,2.730508313,0.655549561,87.22,5,2,5,TRUE,CHEMBL3398205,0.601870337,CHEMBL203225,1,0.090909091,1
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)cc(OC)c1OC,-9.739542875,-9.290716089,512.541,6.1863,2.378230815,0.258006043,86.64,7,2,8,TRUE,14673,0.611034888,CHEMBL1233748,1,0.216494845,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1nccs1,-8.344243996,-8.444619353,460.462,4.71568,2.888398664,0.477609645,87.78,7,1,4,TRUE,CHEMBL1809122,0.568266979,CHEMBL1822308,1,0.126315789,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.069485925,-7.41154587,498.284,4.2681,2.913491066,0.439904994,92.67,6,2,4,TRUE,CHEMBL4288850,0.524601001,CHEMBL1822146,1,0.153846154,1
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2-c2cnn(C)c2)cn1,-10.84872442,-7.199218077,533.6,3.5917,3.134612236,0.342761758,116.63,12,1,6,TRUE,CHEMBL304172,0.565128901,CHEMBL1761582,1,0.16,1
O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.096145502,-7.568469397,498.284,4.2681,2.934486121,0.439904994,92.67,6,2,4,TRUE,CHEMBL3828150,0.517656594,CHEMBL1822147,1,0.126315789,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.054306976,-7.352228383,498.284,4.2681,3.109519637,0.439904994,92.67,6,2,4,TRUE,CHEMBL4288850,0.528931891,50659450,1,0.153846154,1
O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.388368574,-7.408886151,498.284,4.2681,3.130514692,0.439904994,92.67,6,2,4,TRUE,346055,0.504423824,50659451,1,0.121212121,1
Cc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,-10.1549494,-8.132696432,467.537,3.49962,2.884596512,0.419394653,98.81,10,1,5,TRUE,CHEMBL304172,0.61339487,CHEMBL1761579,1,0.16,1
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2-c2ccccc2)cn1,-10.96904403,-7.466918918,529.608,4.8582,2.91234167,0.326749332,98.81,10,1,6,TRUE,CHEMBL304172,0.569263649,CHEMBL1761583,1,0.165048544,1
C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)cc1,-6.554311567,-8.203158154,578.673,7.1305,2.691740043,0.127086689,100.94,7,3,9,FALSE,50721052,0.426917081,CHEMBL4101953,1,0.192307692,1
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2C(Cc2ccc(OC)cc2)CC3)n1,-7.05791562,-8.666082554,457.553,5.7067,3.056598849,0.367319627,64.86,6,1,8,TRUE,CHEMBL1080901,0.58625498,CHEMBL1094013,1,0.161904762,1
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2C(COCc2ccc(OC)cc2)CC3)n1,-7.344502119,-8.736846916,487.579,5.6808,3.129376224,0.310217852,74.09,7,1,10,TRUE,CHEMBL252669,0.517701334,CHEMBL383348,1,0.206521739,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nccs1,-6.952818637,-8.717491493,395.469,3.05618,2.977478033,0.731908913,98.98,7,1,4,TRUE,CHEMBL3827219,0.607147448,CHEMBL1822306,1,0.152941176,1
CC(C)NC(=O)NC1CCC(Nc2ncc3ccc(=O)n(C4CCCC4)c3n2)CC1,-8.939579098,-7.914012518,412.538,3.3373,2.615581367,0.699219329,100.94,6,3,5,TRUE,CHEMBL1834315,0.545983958,CHEMBL3577877,1,0.172043011,1
O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,-7.272303493,-8.693564059,369.837,3.916,2.775606136,0.570782252,83.56,5,2,4,TRUE,CHEMBL3828624,0.669562612,CHEMBL1682017,1,0.151162791,1
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(C(C#N)c4nc5ccccc5s4)n3)cc2)c1,-8.657971677,-10.60698503,588.697,5.79398,3.346645944,0.174407355,135.93,9,3,10,FALSE,CHEMBL4857955,0.547055497,188578,1,0.216216216,1
O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1nnc[nH]1,-7.760877545,-8.715893344,369.837,3.916,3.001173259,0.570782252,83.56,5,2,4,TRUE,CHEMBL3828624,0.641323529,50626253,1,0.151162791,1
COC(Cn1c(SC=CC(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CC2)c1)OC,-6.426188667,-6.602240816,484.553,4.6348,3.102383977,0.230870164,98.5,8,2,11,FALSE,13948,0.526463203,CHEMBL3394120,1,0.107142857,1
OC1CCC(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,-9.250691388,-10.18798464,410.497,4.5395,2.663242215,0.572384255,87.89,7,3,5,TRUE,CHEMBL261127,0.620555758,CHEMBL1946333,1,0.107142857,1
N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,-7.185094917,-8.646775691,360.402,3.13428,2.768501959,0.581226714,107.35,6,2,4,TRUE,50520423,0.47979408,CHEMBL1682021,1,0.144578313,1
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(C)nc32)cs1,-7.953562487,-8.462108891,415.881,4.68612,2.855347175,0.50704385,71.84,6,2,4,TRUE,CHEMBL3719193,0.581969186,CHEMBL4859957,1,0.134020619,1
COc1ccc2c(c1)OCC(C(=O)NC(=O)N(CC(=O)NCCCCCCNC(=O)c1ccc(-c3n[nH]c4ccccc34)cc1)CC(C)C)O2,-7.269436605,-9.668931028,684.794,4.6791,3.44219565,0.131242782,163.98,8,4,15,TRUE,50721053,0.368188312,CHEMBL3393604,1,0.203389831,1
CC(C)N1CCC(NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,-7.758309842,-8.209895199,473.002,4.4437,3.097114348,0.494138903,91.29,6,3,6,TRUE,1038839,0.625067531,CHEMBL4784095,1,0.129310345,1
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,-7.290536938,-7.368732378,468.945,3.822,2.427061288,0.48082264,100.64,8,3,7,TRUE,CHEMBL3736164,0.562610781,CHEMBL458997,1,0.183673469,1
OCCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1,-7.994990984,-9.798378238,489.539,5.5082,2.664654847,0.22091158,120.87,8,4,8,TRUE,CHEMBL4078436,0.564816732,CHEMBL3355995,1,0.099009901,1
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,-9.127959342,-9.724874436,528.996,6.7006,2.375042389,0.232898029,86.64,7,2,8,TRUE,CHEMBL4228654,0.538264047,CHEMBL2376910,1,0.233333333,1
N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1nnc[nH]1,-7.047498874,-8.644906796,360.402,3.13428,2.985165117,0.581226714,107.35,6,2,4,TRUE,50520423,0.464700626,50626257,1,0.144578313,1
NC1CCC(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,-7.543672399,-10.89588291,427.503,4.645,2.803679088,0.549023474,93.68,7,3,5,TRUE,50234934,0.603392939,CHEMBL1946646,1,0.172839506,1
c1cnc(Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)c(-c2ccnc(NC3CCCNC3)n2)c1,-8.01795991,-8.815037648,528.62,6.2679,3.243270607,0.191853105,112.67,8,4,7,TRUE,CHEMBL4788045,0.532532533,CHEMBL3355997,1,0.096,1
O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,-6.97907266,-7.579481171,488.249,2.7626,3.429049537,0.459405208,109.97,8,2,4,TRUE,CHEMBL3828624,0.623450906,CHEMBL1822144,1,0.164835165,1
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,-9.729571351,-11.76591994,421.888,4.0201,2.663881026,0.519523385,84.83,6,2,4,TRUE,CHEMBL2386106,0.641488578,CHEMBL1644637,1,0.139784946,1
O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.188456842,-7.215556505,499.272,3.6631,2.98770645,0.446149456,105.56,7,2,4,TRUE,CHEMBL4288850,0.518920449,CHEMBL1822142,1,0.144067797,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.140770963,-8.666525342,433.291,2.6086,3.018735336,0.658563645,103.87,6,2,4,TRUE,CHEMBL3828624,0.673093777,CHEMBL1822138,1,0.16091954,1
CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,-8.136610285,-6.943676344,398.898,2.9006,2.478952844,0.614875982,85.94,5,3,5,TRUE,CHEMBL255948,0.655472468,CHEMBL245336,1,0.311688312,1
O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-6.967178321,-9.231879338,442.903,4.7517,2.812798899,0.467666211,68.18,6,2,5,TRUE,51304711,0.597277556,CHEMBL4847784,1,0.131313131,1
O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1nnc[nH]1,-6.935127202,-7.171845337,499.272,3.6631,3.183735022,0.446149456,105.56,7,2,4,TRUE,CHEMBL4288850,0.516978647,50659446,1,0.144067797,1
O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1nnc[nH]1,-7.016834484,-7.585617449,488.249,2.7626,3.632338426,0.459405208,109.97,8,2,4,TRUE,CHEMBL3828624,0.602307796,50659448,1,0.164835165,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.211361417,-8.623750529,433.291,2.6086,3.238287336,0.658563645,103.87,6,2,4,TRUE,CHEMBL3828624,0.662154294,50659442,1,0.16091954,1
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,-9.258940147,-10.69913157,420.488,5.17,2.386299088,0.575358114,76.14,5,2,6,TRUE,CHEMBL191384,0.595109632,CHEMBL202676,1,0.086956522,1
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,-8.028346954,-7.88436598,369.808,4.3784,2.11086608,0.672980125,86.47,5,2,6,TRUE,CHEMBL188938,0.639724138,CHEMBL1923187,1,0.1625,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,-6.677001013,-7.923893591,449.355,3.947,2.922775951,0.654849702,75.19,6,1,4,TRUE,CHEMBL3827219,0.603998462,CHEMBL1822154,1,0.160493827,1
CC(C)NC(=O)NC1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,-8.973850543,-9.686859149,386.5,2.8031,2.630418787,0.733494797,100.94,6,3,5,TRUE,CHEMBL3735506,0.536111411,CHEMBL3577868,1,0.161290323,1
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,-7.610327505,-9.742449579,490.007,4.8746,2.360558574,0.345262773,71.42,6,2,8,TRUE,13924,0.54789272,CHEMBL2376919,1,0.21,1
NC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCCC4)c3n2)CC1,-6.677113688,-10.87943647,445.493,4.7841,2.895975789,0.523179382,93.68,7,3,5,TRUE,50721054,0.542528246,CHEMBL1946647,1,0.098039216,1
OC1CCC(c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,-8.516802723,-9.582063113,327.432,3.2397,2.880523595,0.802307189,86.72,5,3,4,TRUE,CHEMBL495696,0.608410549,CHEMBL507249,1,0.22972973,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4C)ccn3)cc2)n1,-8.213769258,-9.349204059,398.43,4.06784,2.987080152,0.459042433,110.34,8,2,5,TRUE,13912,0.58012742,CHEMBL3100085,1,0.220930233,1
O=c1n(C2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,-7.017481028,-6.48174536,469.589,5.3453,2.745004299,0.426779698,73.97,7,1,5,TRUE,13955,0.525467626,CHEMBL1644639,1,0.183673469,1
OC1CCC(c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)CC1,-8.516802723,-9.582063113,327.432,3.2397,2.693553714,0.802307189,86.72,5,3,4,TRUE,CHEMBL495696,0.608410549,CHEMBL507249,1,0.22972973,1
CCC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1C,-7.804625463,-9.017412589,594.716,7.66292,2.681254452,0.151528904,100.94,7,3,9,TRUE,CHEMBL304533,0.454931906,CHEMBL4066691,1,0.158333333,1
COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,-7.658669584,-6.788066501,433.386,4.7524,2.388508355,0.558267043,95.7,6,2,7,TRUE,CHEMBL257993,0.574135889,CHEMBL1923211,1,0.14,1
O=C(O)C=CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,-7.104474293,-11.34704185,432.48,5.7118,2.66303755,0.255879529,90.9,5,3,7,TRUE,CHEMBL254582,0.517135863,CHEMBL3394125,1,0.138888889,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(O)CC4)c3n2)cc1,-8.271109148,-10.56138869,448.502,4.9372,2.551374699,0.38446962,97.12,8,3,6,TRUE,CHEMBL4633727,0.54791099,CHEMBL1946340,1,0.153846154,1
Fc1ccc(Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)cc1,-9.500548583,-11.15709994,374.394,5.909,2.0449009,0.455959597,49.84,4,2,5,TRUE,50230999,0.629464286,CHEMBL205672,1,0.245614035,1
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)c1ccco1,-9.378290065,-10.22845694,356.385,4.7325,2.165237308,0.540137042,80.05,5,2,5,TRUE,CHEMBL4648047,0.659686553,CHEMBL380724,1,0.328571429,1
O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,-7.584681242,-8.647452412,369.837,3.916,2.693259455,0.570782252,83.56,5,2,4,TRUE,CHEMBL3828624,0.687792365,CHEMBL1682020,1,0.170731707,1
CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SC=CC(=O)O)n2CC2CC2)ccn1,-6.721449568,-8.387599909,452.511,4.81,2.873426358,0.37606703,97.11,6,2,8,TRUE,CHEMBL593374,0.486781139,CHEMBL3394106,1,0.140350877,1
O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1nnc[nH]1,-7.87408077,-8.589909115,369.837,3.916,2.918826579,0.570782252,83.56,5,2,4,TRUE,CHEMBL3828624,0.662990013,50626256,1,0.170731707,1
Cn1cc(-c2conc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,-6.931164018,-10.42699405,402.458,3.7173,2.67407386,0.544817075,81.24,8,1,5,FALSE,CHEMBL2386089,0.579433984,CHEMBL3099977,1,0.126315789,1
O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.291967957,-8.516545213,514.283,4.1479,2.981239513,0.417003884,101.9,7,2,5,TRUE,CHEMBL471833,0.538684319,CHEMBL1822150,1,0.111111111,1
O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.200919402,-8.510109247,514.283,4.1479,3.170508478,0.417003884,101.9,7,2,5,TRUE,CHEMBL4288850,0.505858474,50659454,1,0.172413793,1
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C2CC2)cn1,-9.637395797,-7.211387261,493.575,4.0686,3.025401038,0.37803917,98.81,10,1,6,TRUE,CHEMBL304172,0.592106612,CHEMBL1761581,1,0.155339806,1
COCCC(=O)Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1,-9.172817529,-10.26965272,348.406,3.8622,2.137862485,0.677895735,76.14,5,2,7,TRUE,51109194,0.676343777,CHEMBL379254,1,0.318181818,1
Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,-8.830217329,-8.962878803,385.456,4.38602,2.664428119,0.494191639,81.41,8,1,4,TRUE,CHEMBL257188,0.655709571,CHEMBL1761569,1,0.226666667,1
Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(NC2CCCNC2)n1,-6.583450682,-7.234148846,542.647,6.57632,3.368203344,0.179043167,112.67,8,4,7,TRUE,CHEMBL3734973,0.410622501,CHEMBL3356002,1,0.161016949,1
Cn1cc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,-9.23300707,-9.072792139,453.51,3.1912,2.794761595,0.433249657,98.81,10,1,5,TRUE,CHEMBL257188,0.562798635,CHEMBL1761564,1,0.204819277,1
CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(OC)cc32)cs1,-7.194946163,-9.08112861,412.902,4.8522,2.636798891,0.491223232,68.18,6,2,5,TRUE,14690,0.607428303,CHEMBL4853326,1,0.170212766,1
CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,-7.505002939,-10.66314951,433.943,4.9183,2.346869131,0.386569846,73.05,4,3,7,TRUE,14673,0.583151326,CHEMBL198821,1,0.171717172,1
CCN(CC)CCn1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,-7.748454582,-8.527221458,521.025,4.9603,2.548643244,0.273651886,109.11,7,3,10,TRUE,1216148,0.539824713,CHEMBL3355175,1,0.156862745,1
CN(C)CCNC(=O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,-7.643275233,-9.007522887,433.943,4.9183,2.279320125,0.386569846,73.05,4,3,7,TRUE,14673,0.592178187,50319424,1,0.173469388,1
O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,-6.97452007,-11.54465935,483.616,5.4204,2.723937843,0.396384497,73.97,7,1,6,TRUE,CHEMBL4476843,0.578756477,CHEMBL1644638,1,0.25,1
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,-7.688345428,-9.36375478,473.552,4.3603,2.363932733,0.372283654,71.42,6,2,8,TRUE,14673,0.57061369,CHEMBL2376918,1,0.160377358,1
CCC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1,-7.987360249,-9.19111951,580.689,7.3545,2.62112812,0.157624984,100.94,7,3,9,TRUE,CHEMBL4759253,0.488814143,CHEMBL4092482,1,0.236363636,1
O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(CCN4CCCC4)c3)c2)c1)Nc1ccccc1Cl,-7.748907608,-7.607551732,519.009,4.7143,2.499593098,0.312692228,109.11,7,3,8,TRUE,CHEMBL4458206,0.541708044,CHEMBL3355176,1,0.15,1
O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(C4CCNCC4)c3)c2)c1)Nc1ccccc1Cl,-8.261906489,-9.176080328,504.982,4.543,2.642569857,0.307220088,117.9,7,4,6,TRUE,CHEMBL521871,0.60496614,CHEMBL3355177,1,0.114035088,1
COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cc(OC)c1OC,-7.768427414,-7.722238171,521.961,5.4478,2.331007494,0.283878854,115.74,7,3,8,TRUE,50943622,0.592023928,200726,1,0.15625,1
COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,-7.393981413,-6.596472843,528.613,4.2434,2.898096286,0.413198935,103.51,9,1,5,TRUE,CHEMBL4476843,0.495041088,CHEMBL1644646,1,0.287234043,1
O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,-7.095328101,-8.050390597,432.278,4.1642,2.932119336,0.507390008,83.56,5,2,4,TRUE,CHEMBL3828624,0.645082204,CHEMBL1822132,1,0.137931034,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(C(N)=O)CC4)c3n2)cc1,-8.17225949,-10.43787375,475.528,4.6778,2.582752448,0.35498357,119.98,8,3,7,TRUE,CHEMBL1089723,0.559318378,CHEMBL1946495,1,0.12,1
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,-8.521117718,-9.344968274,494.551,6.0472,2.301645255,0.273233122,86.64,7,2,8,TRUE,14673,0.559831917,CHEMBL2376909,1,0.22826087,1
O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,-10.34603735,-12.00605489,385.471,4.5204,2.427246496,0.541504159,75.6,5,2,4,TRUE,CHEMBL489210,0.628899426,CHEMBL1644618,1,0.088888889,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4)ccn3)cc2)n1,-8.077337428,-9.728212766,384.403,3.75942,2.968088535,0.474534453,110.34,8,2,5,TRUE,13922,0.596903097,CHEMBL3099963,1,0.215909091,1
O=C(Nc1cnn(-c2csc(C(=O)NCC3CCOCC3)c2)c1)Nc1ccccc1Cl,-7.329089462,-7.755864188,459.959,4.3876,2.642765242,0.508932318,97.28,6,3,6,TRUE,1038839,0.62436436,CHEMBL4744992,1,0.196261682,1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N)cc3)c2)[nH]1,-6.741771168,-11.56504776,391.475,5.3255,2.417672502,0.316657777,79.62,5,3,5,FALSE,CHEMBL4571942,0.683545871,CHEMBL4074524,1,0.485714286,1
CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,-7.588544022,-8.691571308,383.864,4.2386,2.639507643,0.552582927,71.84,6,2,4,TRUE,CHEMBL68450,0.635321698,CHEMBL4851793,1,0.155555556,1
O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1nnc[nH]1,-7.568191584,-8.143627241,432.278,4.1642,3.151671336,0.507390008,83.56,5,2,4,TRUE,CHEMBL3091540,0.534670008,50659435,1,0.108910891,1
NC1CCC(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,-7.366540113,-10.68955683,427.503,4.645,2.756072934,0.549023474,93.68,7,3,5,TRUE,50721054,0.581577496,50715940,1,0.104761905,1
CCC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)cc1,-5.510265233,-7.972438562,594.716,7.66292,2.681661892,0.151528904,100.94,7,3,9,TRUE,CHEMBL397771,0.365304874,CHEMBL4093282,1,0.093457944,1
Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,-7.603365744,-8.262237467,367.434,2.75952,2.714618413,0.741738784,90.98,5,2,4,TRUE,CHEMBL1738953,0.486867393,CHEMBL1614820,1,0.11627907,1
Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,-7.987233081,-7.864768341,381.461,3.06794,2.884054833,0.726576491,90.98,5,2,4,TRUE,CHEMBL3828624,0.652441644,CHEMBL1682012,1,0.21686747,1
